zpid,street,city,state,zip,lat,lon,use,lotsize,size,bathr,bedr,price
2146987118,2766 Frankford Ave,Phila,PA,19134,39.988824,-75.120876,Single Family,NA,NA,NA,NA,59
10298459,2104 E Somerset St,Philadelphia,PA,19134,39.987214,-75.119105,Townhouse,960,1128,1,3,149900
10259984,1804 N Front St,Philadelphia,PA,19122,39.977347,-75.13397,Single Family,990,1500,2.5,5,249900
80946032,2673 Edgemont St,Philadelphia,PA,19125,39.977613,-75.114755,Condo,700,1728,NA,NA,299900
80953456,2676 Tilton St,Philadelphia,PA,19125,39.977585,-75.114538,Condo,700,1728,NA,NA,299900
10327695,2326 E Lehigh Ave,Philadelphia,PA,19125,39.982762,-75.118873,Condo,1200,1900,2,5,190000
10300810,3000 Agate St,Philadelphia,PA,19134,39.986915,-75.111896,Townhouse,619,774,1,2,35000
10327173,2403 E Huntingdon St,Philadelphia,PA,19125,39.98059,-75.119876,Townhouse,999,2040,2.25,3,365000
10323581,2316 Memphis St,Philadelphia,PA,19125,39.978893,-75.126357,Single Family,690,850,1.5,2,197000
2126364388,2330 Frankford Ave,Philadelphia,PA,19125,39.981338,-75.127819,Vacant Land,1000,NA,NA,NA,49000
10324168,2672 Almond St,Philadelphia,PA,19125,39.979259,-75.116088,Townhouse,1200,1328,1.5,3,185000
2129162447,1125 E Columbia Ave UNIT 103,Philadelphia,PA,19125,39.96984,-75.13015,Single Family,NA,NA,NA,NA,3.00E+05
87762698,2710 Meyer Pl,Philadelphia,PA,19114,39.981569,-75.118272,Single Family,6003,2355,NA,NA,450000
71249985,1246-1254 E Montgomery Ave 3,PHILADELPHIA ,PA,19125,39.972535,-75.127946,Condo,NA,1600,2.5,2,360000
10324598,2716 Webb St,Philadelphia,PA,19134,39.978677,-75.114005,Single Family,415,566,1,2,50000
10257173,1555 E Montgomery Ave,Philadelphia,PA,19125,39.976814,-75.131111,Single Family,87120,1440,2,3,309000
87766888,1121 E Palmer St,Philadelphia,PA,19125,39.970386,-75.127883,Townhouse,1656,2400,3,4,459000
10324516,2659 E Thompson St,Philadelphia,PA,19125,39.978074,-75.115413,Single Family,895,1560,1,3,175000
10325465,2541 E Dauphin St,Philadelphia,PA,19125,39.975953,-75.124065,Single Family,991,1034,1.5,3,2.00E+05
10325992,2065 E Hagert St,Philadelphia,PA,19125,39.983768,-75.127704,Single Family,1208,1605,1,5,165000
10258669,705 Belgrade St,Philadelphia,PA,19125,39.974919,-75.127353,Townhouse,1004,1590,1,3,259000
10257791,215 E Allen St,Philadelphia,PA,19125,39.966655,-75.131652,Townhouse,1367,1300,1,2,5.00E+05
10257106,1119 E Montgomery Ave,Philadelphia,PA,19125,39.970786,-75.126594,Townhouse,1005,1739,1.5,3,310000
10256195,1122 Shackamaxon St,Philadelphia,PA,19125,39.968347,-75.133701,Single Family,2343,1170,1.5,3,425000
10258241,714 E Thompson St,Philadelphia,PA,19125,39.973262,-75.126159,Single Family,825,750,1,2,160000
10324945,2313 E Norris St,Philadelphia,PA,19125,39.977905,-75.128902,Single Family,1443,2201,1.25,3,250000
10322967,2562 Kern St,Philadelphia,PA,19125,39.985244,-75.125011,Single Family,708,948,1.5,2,160000
67363029,1529 E Berks St,Philadelphia,PA,19125,39.976226,-75.128062,Multi Family,3000,2500,3,4,280000
10325149,2357 E Susquehanna Ave,Philadelphia,PA,19125,39.9771,-75.127269,Single Family,1164,1734,1.5,3,250000
10324441,2608 E Thompson St,Philadelphia,PA,19125,39.977561,-75.117,Single Family,705,720,1,2,195000
10322330,2556 N Water St,Philadelphia,PA,19125,39.98878,-75.130218,Single Family,810,924,1,3,70000
10294782,2715 E Birch St,Philadelphia,PA,19134,39.980548,-75.108405,Single Family,412,975,1,3,250000
10295891,2913 Edgemont St,Philadelphia,PA,19134,39.980318,-75.109635,Single Family,1650,1400,1.5,4,280000
2146987118,2766 Frankford Ave,Phila,PA,19134,39.988824,-75.120876,Single Family,NA,NA,NA,NA,59
10298459,2104 E Somerset St,Philadelphia,PA,19134,39.987214,-75.119105,Townhouse,960,1128,1,3,149900
10259984,1804 N Front St,Philadelphia,PA,19122,39.977347,-75.13397,Single Family,990,1500,2.5,5,249900
80946032,2673 Edgemont St,Philadelphia,PA,19125,39.977613,-75.114755,Condo,700,1728,NA,NA,299900
80953456,2676 Tilton St,Philadelphia,PA,19125,39.977585,-75.114538,Condo,700,1728,NA,NA,299900
10327695,2326 E Lehigh Ave,Philadelphia,PA,19125,39.982762,-75.118873,Condo,1200,1900,2,5,190000
10300810,3000 Agate St,Philadelphia,PA,19134,39.986915,-75.111896,Townhouse,619,774,1,2,35000
10327173,2403 E Huntingdon St,Philadelphia,PA,19125,39.98059,-75.119876,Townhouse,999,2040,2.25,3,365000
10323581,2316 Memphis St,Philadelphia,PA,19125,39.978893,-75.126357,Single Family,690,850,1.5,2,197000
2126364388,2330 Frankford Ave,Philadelphia,PA,19125,39.981338,-75.127819,Vacant Land,1000,NA,NA,NA,49000
10324168,2672 Almond St,Philadelphia,PA,19125,39.979259,-75.116088,Townhouse,1200,1328,1.5,3,185000
2129162447,1125 E Columbia Ave UNIT 103,Philadelphia,PA,19125,39.96984,-75.13015,Single Family,NA,NA,NA,NA,3.00E+05
87762698,2710 Meyer Pl,Philadelphia,PA,19114,39.981569,-75.118272,Single Family,6003,2355,NA,NA,450000
71249985,1246-1254 E Montgomery Ave 3,PHILADELPHIA ,PA,19125,39.972535,-75.127946,Condo,NA,1600,2.5,2,360000
10324598,2716 Webb St,Philadelphia,PA,19134,39.978677,-75.114005,Single Family,415,566,1,2,50000
10257173,1555 E Montgomery Ave,Philadelphia,PA,19125,39.976814,-75.131111,Single Family,87120,1440,2,3,309000
87766888,1121 E Palmer St,Philadelphia,PA,19125,39.970386,-75.127883,Townhouse,1656,2400,3,4,459000
10324516,2659 E Thompson St,Philadelphia,PA,19125,39.978074,-75.115413,Single Family,895,1560,1,3,175000
10325465,2541 E Dauphin St,Philadelphia,PA,19125,39.975953,-75.124065,Single Family,991,1034,1.5,3,2.00E+05
10325992,2065 E Hagert St,Philadelphia,PA,19125,39.983768,-75.127704,Single Family,1208,1605,1,5,165000
10258669,705 Belgrade St,Philadelphia,PA,19125,39.974919,-75.127353,Townhouse,1004,1590,1,3,259000
10257791,215 E Allen St,Philadelphia,PA,19125,39.966655,-75.131652,Townhouse,1367,1300,1,2,5.00E+05
10257106,1119 E Montgomery Ave,Philadelphia,PA,19125,39.970786,-75.126594,Townhouse,1005,1739,1.5,3,310000
10256195,1122 Shackamaxon St,Philadelphia,PA,19125,39.968347,-75.133701,Single Family,2343,1170,1.5,3,425000
10258241,714 E Thompson St,Philadelphia,PA,19125,39.973262,-75.126159,Single Family,825,750,1,2,160000
10324945,2313 E Norris St,Philadelphia,PA,19125,39.977905,-75.128902,Single Family,1443,2201,1.25,3,250000
10322967,2562 Kern St,Philadelphia,PA,19125,39.985244,-75.125011,Single Family,708,948,1.5,2,160000
67363029,1529 E Berks St,Philadelphia,PA,19125,39.976226,-75.128062,Multi Family,3000,2500,3,4,280000
10325149,2357 E Susquehanna Ave,Philadelphia,PA,19125,39.9771,-75.127269,Single Family,1164,1734,1.5,3,250000
10324441,2608 E Thompson St,Philadelphia,PA,19125,39.977561,-75.117,Single Family,705,720,1,2,195000
10322330,2556 N Water St,Philadelphia,PA,19125,39.98878,-75.130218,Single Family,810,924,1,3,70000
10294782,2715 E Birch St,Philadelphia,PA,19134,39.980548,-75.108405,Single Family,412,975,1,3,250000
10295891,2913 Edgemont St,Philadelphia,PA,19134,39.980318,-75.109635,Single Family,1650,1400,1.5,4,280000
2146987118,2766 Frankford Ave,Phila,PA,19134,39.988824,-75.120876,Single Family,NA,NA,NA,NA,59
10298459,2104 E Somerset St,Philadelphia,PA,19134,39.987214,-75.119105,Townhouse,960,1128,1,3,149900
10259984,1804 N Front St,Philadelphia,PA,19122,39.977347,-75.13397,Single Family,990,1500,2.5,5,249900
80946032,2673 Edgemont St,Philadelphia,PA,19125,39.977613,-75.114755,Condo,700,1728,NA,NA,299900
80953456,2676 Tilton St,Philadelphia,PA,19125,39.977585,-75.114538,Condo,700,1728,NA,NA,299900
10327695,2326 E Lehigh Ave,Philadelphia,PA,19125,39.982762,-75.118873,Condo,1200,1900,2,5,190000
10300810,3000 Agate St,Philadelphia,PA,19134,39.986915,-75.111896,Townhouse,619,774,1,2,35000
10327173,2403 E Huntingdon St,Philadelphia,PA,19125,39.98059,-75.119876,Townhouse,999,2040,2.25,3,365000
10323581,2316 Memphis St,Philadelphia,PA,19125,39.978893,-75.126357,Single Family,690,850,1.5,2,197000
2126364388,2330 Frankford Ave,Philadelphia,PA,19125,39.981338,-75.127819,Vacant Land,1000,NA,NA,NA,49000
10324168,2672 Almond St,Philadelphia,PA,19125,39.979259,-75.116088,Townhouse,1200,1328,1.5,3,185000
2129162447,1125 E Columbia Ave UNIT 103,Philadelphia,PA,19125,39.96984,-75.13015,Single Family,NA,NA,NA,NA,3.00E+05
87762698,2710 Meyer Pl,Philadelphia,PA,19114,39.981569,-75.118272,Single Family,6003,2355,NA,NA,450000
71249985,1246-1254 E Montgomery Ave 3,PHILADELPHIA ,PA,19125,39.972535,-75.127946,Condo,NA,1600,2.5,2,360000
10324598,2716 Webb St,Philadelphia,PA,19134,39.978677,-75.114005,Single Family,415,566,1,2,50000
10257173,1555 E Montgomery Ave,Philadelphia,PA,19125,39.976814,-75.131111,Single Family,87120,1440,2,3,309000
87766888,1121 E Palmer St,Philadelphia,PA,19125,39.970386,-75.127883,Townhouse,1656,2400,3,4,459000
10324516,2659 E Thompson St,Philadelphia,PA,19125,39.978074,-75.115413,Single Family,895,1560,1,3,175000
10325465,2541 E Dauphin St,Philadelphia,PA,19125,39.975953,-75.124065,Single Family,991,1034,1.5,3,2.00E+05
10325992,2065 E Hagert St,Philadelphia,PA,19125,39.983768,-75.127704,Single Family,1208,1605,1,5,165000
10258669,705 Belgrade St,Philadelphia,PA,19125,39.974919,-75.127353,Townhouse,1004,1590,1,3,259000
10257791,215 E Allen St,Philadelphia,PA,19125,39.966655,-75.131652,Townhouse,1367,1300,1,2,5.00E+05
10257106,1119 E Montgomery Ave,Philadelphia,PA,19125,39.970786,-75.126594,Townhouse,1005,1739,1.5,3,310000
10256195,1122 Shackamaxon St,Philadelphia,PA,19125,39.968347,-75.133701,Single Family,2343,1170,1.5,3,425000
10258241,714 E Thompson St,Philadelphia,PA,19125,39.973262,-75.126159,Single Family,825,750,1,2,160000
10324945,2313 E Norris St,Philadelphia,PA,19125,39.977905,-75.128902,Single Family,1443,2201,1.25,3,250000
10322967,2562 Kern St,Philadelphia,PA,19125,39.985244,-75.125011,Single Family,708,948,1.5,2,160000
67363029,1529 E Berks St,Philadelphia,PA,19125,39.976226,-75.128062,Multi Family,3000,2500,3,4,280000
10325149,2357 E Susquehanna Ave,Philadelphia,PA,19125,39.9771,-75.127269,Single Family,1164,1734,1.5,3,250000
10324441,2608 E Thompson St,Philadelphia,PA,19125,39.977561,-75.117,Single Family,705,720,1,2,195000
10322330,2556 N Water St,Philadelphia,PA,19125,39.98878,-75.130218,Single Family,810,924,1,3,70000
10294782,2715 E Birch St,Philadelphia,PA,19134,39.980548,-75.108405,Single Family,412,975,1,3,250000
10295891,2913 Edgemont St,Philadelphia,PA,19134,39.980318,-75.109635,Single Family,1650,1400,1.5,4,280000
2146987118,2766 Frankford Ave,Phila,PA,19134,39.988824,-75.120876,Single Family,NA,NA,NA,NA,59
10298459,2104 E Somerset St,Philadelphia,PA,19134,39.987214,-75.119105,Townhouse,960,1128,1,3,149900
10259984,1804 N Front St,Philadelphia,PA,19122,39.977347,-75.13397,Single Family,990,1500,2.5,5,249900
80946032,2673 Edgemont St,Philadelphia,PA,19125,39.977613,-75.114755,Condo,700,1728,NA,NA,299900
80953456,2676 Tilton St,Philadelphia,PA,19125,39.977585,-75.114538,Condo,700,1728,NA,NA,299900
10327695,2326 E Lehigh Ave,Philadelphia,PA,19125,39.982762,-75.118873,Condo,1200,1900,2,5,190000
10300810,3000 Agate St,Philadelphia,PA,19134,39.986915,-75.111896,Townhouse,619,774,1,2,35000
10327173,2403 E Huntingdon St,Philadelphia,PA,19125,39.98059,-75.119876,Townhouse,999,2040,2.25,3,365000
10323581,2316 Memphis St,Philadelphia,PA,19125,39.978893,-75.126357,Single Family,690,850,1.5,2,197000
2126364388,2330 Frankford Ave,Philadelphia,PA,19125,39.981338,-75.127819,Vacant Land,1000,NA,NA,NA,49000
10324168,2672 Almond St,Philadelphia,PA,19125,39.979259,-75.116088,Townhouse,1200,1328,1.5,3,185000
2129162447,1125 E Columbia Ave UNIT 103,Philadelphia,PA,19125,39.96984,-75.13015,Single Family,NA,NA,NA,NA,3.00E+05
87762698,2710 Meyer Pl,Philadelphia,PA,19114,39.981569,-75.118272,Single Family,6003,2355,NA,NA,450000
71249985,1246-1254 E Montgomery Ave 3,PHILADELPHIA ,PA,19125,39.972535,-75.127946,Condo,NA,1600,2.5,2,360000
10324598,2716 Webb St,Philadelphia,PA,19134,39.978677,-75.114005,Single Family,415,566,1,2,50000
10257173,1555 E Montgomery Ave,Philadelphia,PA,19125,39.976814,-75.131111,Single Family,87120,1440,2,3,309000
87766888,1121 E Palmer St,Philadelphia,PA,19125,39.970386,-75.127883,Townhouse,1656,2400,3,4,459000
10324516,2659 E Thompson St,Philadelphia,PA,19125,39.978074,-75.115413,Single Family,895,1560,1,3,175000
10325465,2541 E Dauphin St,Philadelphia,PA,19125,39.975953,-75.124065,Single Family,991,1034,1.5,3,2.00E+05
10325992,2065 E Hagert St,Philadelphia,PA,19125,39.983768,-75.127704,Single Family,1208,1605,1,5,165000
10258669,705 Belgrade St,Philadelphia,PA,19125,39.974919,-75.127353,Townhouse,1004,1590,1,3,259000
10257791,215 E Allen St,Philadelphia,PA,19125,39.966655,-75.131652,Townhouse,1367,1300,1,2,5.00E+05
10257106,1119 E Montgomery Ave,Philadelphia,PA,19125,39.970786,-75.126594,Townhouse,1005,1739,1.5,3,310000
10256195,1122 Shackamaxon St,Philadelphia,PA,19125,39.968347,-75.133701,Single Family,2343,1170,1.5,3,425000
10258241,714 E Thompson St,Philadelphia,PA,19125,39.973262,-75.126159,Single Family,825,750,1,2,160000
10324945,2313 E Norris St,Philadelphia,PA,19125,39.977905,-75.128902,Single Family,1443,2201,1.25,3,250000
10322967,2562 Kern St,Philadelphia,PA,19125,39.985244,-75.125011,Single Family,708,948,1.5,2,160000
67363029,1529 E Berks St,Philadelphia,PA,19125,39.976226,-75.128062,Multi Family,3000,2500,3,4,280000
10325149,2357 E Susquehanna Ave,Philadelphia,PA,19125,39.9771,-75.127269,Single Family,1164,1734,1.5,3,250000
10324441,2608 E Thompson St,Philadelphia,PA,19125,39.977561,-75.117,Single Family,705,720,1,2,195000
10322330,2556 N Water St,Philadelphia,PA,19125,39.98878,-75.130218,Single Family,810,924,1,3,70000
10294782,2715 E Birch St,Philadelphia,PA,19134,39.980548,-75.108405,Single Family,412,975,1,3,250000
10295891,2913 Edgemont St,Philadelphia,PA,19134,39.980318,-75.109635,Single Family,1650,1400,1.5,4,280000
2146987118,2766 Frankford Ave,Phila,PA,19134,39.988824,-75.120876,Single Family,NA,NA,NA,NA,59
10298459,2104 E Somerset St,Philadelphia,PA,19134,39.987214,-75.119105,Townhouse,960,1128,1,3,149900
10259984,1804 N Front St,Philadelphia,PA,19122,39.977347,-75.13397,Single Family,990,1500,2.5,5,249900
80953456,2676 Tilton St,Philadelphia,PA,19125,39.977585,-75.114538,Condo,700,1728,NA,NA,299900
80946032,2673 Edgemont St,Philadelphia,PA,19125,39.977613,-75.114755,Condo,700,1728,NA,NA,299900
10327695,2326 E Lehigh Ave,Philadelphia,PA,19125,39.982762,-75.118873,Condo,1200,1900,2,5,190000
10300810,3000 Agate St,Philadelphia,PA,19134,39.986915,-75.111896,Townhouse,619,774,1,2,35000
10327173,2403 E Huntingdon St,Philadelphia,PA,19125,39.98059,-75.119876,Townhouse,999,2040,2.25,3,365000
10323581,2316 Memphis St,Philadelphia,PA,19125,39.978893,-75.126357,Single Family,690,850,1.5,2,197000
2126364388,2330 Frankford Ave,Philadelphia,PA,19125,39.981338,-75.127819,Vacant Land,1000,NA,NA,NA,49000
10324168,2672 Almond St,Philadelphia,PA,19125,39.979259,-75.116088,Townhouse,1200,1328,1.5,3,185000
2129162447,1125 E Columbia Ave UNIT 103,Philadelphia,PA,19125,39.96984,-75.13015,Single Family,NA,NA,NA,NA,3.00E+05
87762698,2710 Meyer Pl,Philadelphia,PA,19114,39.981569,-75.118272,Single Family,6003,2355,NA,NA,450000
71249985,1246-1254 E Montgomery Ave 3,PHILADELPHIA ,PA,19125,39.972535,-75.127946,Condo,NA,1600,2.5,2,360000
10324598,2716 Webb St,Philadelphia,PA,19134,39.978677,-75.114005,Single Family,415,566,1,2,50000
10257173,1555 E Montgomery Ave,Philadelphia,PA,19125,39.976814,-75.131111,Single Family,87120,1440,2,3,309000
87766888,1121 E Palmer St,Philadelphia,PA,19125,39.970386,-75.127883,Townhouse,1656,2400,3,4,459000
10324516,2659 E Thompson St,Philadelphia,PA,19125,39.978074,-75.115413,Single Family,895,1560,1,3,175000
10325465,2541 E Dauphin St,Philadelphia,PA,19125,39.975953,-75.124065,Single Family,991,1034,1.5,3,2.00E+05
10325992,2065 E Hagert St,Philadelphia,PA,19125,39.983768,-75.127704,Single Family,1208,1605,1,5,165000
10258669,705 Belgrade St,Philadelphia,PA,19125,39.974919,-75.127353,Townhouse,1004,1590,1,3,259000
10257791,215 E Allen St,Philadelphia,PA,19125,39.966655,-75.131652,Townhouse,1367,1300,1,2,5.00E+05
10257106,1119 E Montgomery Ave,Philadelphia,PA,19125,39.970786,-75.126594,Townhouse,1005,1739,1.5,3,310000
10256195,1122 Shackamaxon St,Philadelphia,PA,19125,39.968347,-75.133701,Single Family,2343,1170,1.5,3,425000
10258241,714 E Thompson St,Philadelphia,PA,19125,39.973262,-75.126159,Single Family,825,750,1,2,160000
10324945,2313 E Norris St,Philadelphia,PA,19125,39.977905,-75.128902,Single Family,1443,2201,1.25,3,250000
10322967,2562 Kern St,Philadelphia,PA,19125,39.985244,-75.125011,Single Family,708,948,1.5,2,160000
67363029,1529 E Berks St,Philadelphia,PA,19125,39.976226,-75.128062,Multi Family,3000,2500,3,4,280000
10325149,2357 E Susquehanna Ave,Philadelphia,PA,19125,39.9771,-75.127269,Single Family,1164,1734,1.5,3,250000
10324441,2608 E Thompson St,Philadelphia,PA,19125,39.977561,-75.117,Single Family,705,720,1,2,195000
10322330,2556 N Water St,Philadelphia,PA,19125,39.98878,-75.130218,Single Family,810,924,1,3,70000
10294782,2715 E Birch St,Philadelphia,PA,19134,39.980548,-75.108405,Single Family,412,975,1,3,250000
10295891,2913 Edgemont St,Philadelphia,PA,19134,39.980318,-75.109635,Single Family,1650,1400,1.5,4,280000
2146987118,2766 Frankford Ave,Phila,PA,19134,39.988824,-75.120876,Single Family,NA,NA,NA,NA,59
10298459,2104 E Somerset St,Philadelphia,PA,19134,39.987214,-75.119105,Townhouse,960,1128,1,3,149900
10259984,1804 N Front St,Philadelphia,PA,19122,39.977347,-75.13397,Single Family,990,1500,2.5,5,249900
80953456,2676 Tilton St,Philadelphia,PA,19125,39.977585,-75.114538,Condo,700,1728,NA,NA,299900
80946032,2673 Edgemont St,Philadelphia,PA,19125,39.977613,-75.114755,Condo,700,1728,NA,NA,299900
